,PersonId,Start_time,End_time,Total_time
190,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 01:49:41.491666000,0 days 01:50:11.436666000,0 days 00:00:29.945000000
191,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 01:51:11.248333000,0 days 01:51:14.541666000,0 days 00:00:03.293333000
192,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 01:51:26.900000000,0 days 01:52:11.600000000,0 days 00:00:44.700000000
193,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 01:56:19.600000000,0 days 01:56:33.230000000,0 days 00:00:13.630000000
194,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 01:57:26.200000000,0 days 01:57:37.170000000,0 days 00:00:10.970000000
195,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 01:59:55.311666000,0 days 01:59:56.900000000,0 days 00:00:01.588334000
196,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 02:02:08.821666000,0 days 02:02:12.240000000,0 days 00:00:03.418334000
197,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 02:02:40.686666000,0 days 02:02:50.153333000,0 days 00:00:09.466667000
198,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 02:10:25.901666000,0 days 02:10:33.400000000,0 days 00:00:07.498334000
199,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 02:10:51.300000000,0 days 02:11:18.286666000,0 days 00:00:26.986666000
200,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 02:11:31.466666000,0 days 02:11:44.890000000,0 days 00:00:13.423334000
201,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 02:12:08.293333000,0 days 02:12:29.566666000,0 days 00:00:21.273333000
202,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 02:13:08.646666000,0 days 02:13:12.600000000,0 days 00:00:03.953334000
203,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 02:13:29.330000000,0 days 02:13:35.800000000,0 days 00:00:06.470000000
204,1c6d2a07-e193-445a-a89a-8904e1cf78ea,0 days 02:13:46.970000000,0 days 02:14:07.748333000,0 days 00:00:20.778333000
205,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:11:57.400000000,0 days 01:13:21.000000000,0 days 00:01:23.600000000
206,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:13:31.323333000,0 days 01:17:03.366666000,0 days 00:03:32.043333000
207,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:18:16.560000000,0 days 01:18:26.033333000,0 days 00:00:09.473333000
208,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:18:39.381666000,0 days 01:18:42.500000000,0 days 00:00:03.118334000
209,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:18:57.148333000,0 days 01:19:00.026666000,0 days 00:00:02.878333000
210,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:19:10.578333000,0 days 01:19:23.006666000,0 days 00:00:12.428333000
211,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:20:26.028333000,0 days 01:20:29.200000000,0 days 00:00:03.171667000
212,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:22:04.543333000,0 days 01:22:11.130000000,0 days 00:00:06.586667000
213,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:22:35.200000000,0 days 01:24:17.591666000,0 days 00:01:42.391666000
214,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:24:28.700000000,0 days 01:24:49.870000000,0 days 00:00:21.170000000
215,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:26:48.953333000,0 days 01:26:55.251666000,0 days 00:00:06.298333000
216,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:27:39.293333000,0 days 01:27:41.336666000,0 days 00:00:02.043333000
217,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 01:31:50.750000000,0 days 01:31:53.006666000,0 days 00:00:02.256666000
218,e59d9108-668e-47c0-9ba8-d6fd3e94596f,0 days 02:01:41.830000000,0 days 02:01:44.963333000,0 days 00:00:03.133333000
219,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:00:10.010000000,0 days 00:00:12.136666000,0 days 00:00:02.126666000
220,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:01:25.668333000,0 days 00:01:26.335000000,0 days 00:00:00.666667000
221,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:03:32.128333000,0 days 00:03:42.930000000,0 days 00:00:10.801667000
222,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:04:59.215000000,0 days 00:05:01.215000000,0 days 00:00:02.000000000
223,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:06:48.741666000,0 days 00:06:48.991666000,0 days 00:00:00.250000000
224,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:07:29.448333000,0 days 00:07:31.660000000,0 days 00:00:02.211667000
225,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:08:00.186666000,0 days 00:08:00.978333000,0 days 00:00:00.791667000
226,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:09:07.670000000,0 days 00:09:10.258333000,0 days 00:00:02.588333000
227,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:09:35.365000000,0 days 00:09:44.666666000,0 days 00:00:09.301666000
228,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:10:45.228333000,0 days 00:10:46.103333000,0 days 00:00:00.875000000
229,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:15:25.925000000,0 days 00:15:27.050000000,0 days 00:00:01.125000000
230,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:18:19.265000000,0 days 00:18:47.126666000,0 days 00:00:27.861666000
231,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:19:32.088333000,0 days 00:19:32.838333000,0 days 00:00:00.750000000
232,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:19:58.821666000,0 days 00:20:06.245000000,0 days 00:00:07.423334000
233,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:20:29.185000000,0 days 00:20:29.310000000,0 days 00:00:00.125000000
234,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:22:53.705000000,0 days 00:23:21.231666000,0 days 00:00:27.526666000
235,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:24:14.453333000,0 days 00:24:14.536666000,0 days 00:00:00.083333000
236,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:28:18.780000000,0 days 00:28:33.753333000,0 days 00:00:14.973333000
237,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:28:56.608333000,0 days 00:28:59.235000000,0 days 00:00:02.626667000
238,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:30:48.263333000,0 days 00:30:50.013333000,0 days 00:00:01.750000000
239,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:31:59.083333000,0 days 00:32:02.168333000,0 days 00:00:03.085000000
240,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:33:45.356666000,0 days 00:33:49.358333000,0 days 00:00:04.001667000
241,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:35:51.148333000,0 days 00:35:52.731666000,0 days 00:00:01.583333000
242,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:40:02.983333000,0 days 00:40:05.735000000,0 days 00:00:02.751667000
243,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:41:19.183333000,0 days 00:41:21.270000000,0 days 00:00:02.086667000
244,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:42:40.181666000,0 days 00:42:51.858333000,0 days 00:00:11.676667000
245,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:48:33.743333000,0 days 00:48:43.461666000,0 days 00:00:09.718333000
246,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:53:05.348333000,0 days 00:53:07.516666000,0 days 00:00:02.168333000
247,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:53:51.601666000,0 days 00:53:53.688333000,0 days 00:00:02.086667000
248,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:56:36.643333000,0 days 00:56:38.770000000,0 days 00:00:02.126667000
249,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:58:58.868333000,0 days 00:59:01.286666000,0 days 00:00:02.418333000
250,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 00:59:19.305000000,0 days 00:59:21.473333000,0 days 00:00:02.168333000
251,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:03:30.890000000,0 days 01:03:33.470000000,0 days 00:00:02.580000000
252,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:03:54.580000000,0 days 01:03:54.663333000,0 days 00:00:00.083333000
253,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:06:27.400000000,0 days 01:06:29.610000000,0 days 00:00:02.210000000
254,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:17:37.776666000,0 days 01:17:42.073333000,0 days 00:00:04.296667000
255,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:18:03.011666000,0 days 01:18:05.138333000,0 days 00:00:02.126667000
256,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:20:57.500000000,0 days 01:20:58.561666000,0 days 00:00:01.061666000
257,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:21:38.476666000,0 days 01:21:39.518333000,0 days 00:00:01.041667000
258,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:24:21.346666000,0 days 01:24:21.800000000,0 days 00:00:00.453334000
259,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:25:37.716666000,0 days 01:26:06.660000000,0 days 00:00:28.943334000
260,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:26:56.418333000,0 days 01:26:57.878333000,0 days 00:00:01.460000000
261,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:27:20.401666000,0 days 01:27:23.738333000,0 days 00:00:03.336667000
262,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:27:59.356666000,0 days 01:28:08.110000000,0 days 00:00:08.753334000
263,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:29:23.441666000,0 days 01:29:25.568333000,0 days 00:00:02.126667000
264,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:31:13.170000000,0 days 01:31:15.261666000,0 days 00:00:02.091666000
265,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:31:42.663333000,0 days 01:31:42.746666000,0 days 00:00:00.083333000
266,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:31:58.553333000,0 days 01:32:18.448333000,0 days 00:00:19.895000000
267,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:32:30.168333000,0 days 01:32:41.550000000,0 days 00:00:11.381667000
268,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:33:00.741666000,0 days 01:33:01.241666000,0 days 00:00:00.500000000
269,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:33:11.330000000,0 days 01:33:18.000000000,0 days 00:00:06.670000000
270,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:34:03.340000000,0 days 01:34:19.486666000,0 days 00:00:16.146666000
271,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:34:43.000000000,0 days 01:34:54.688333000,0 days 00:00:11.688333000
272,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:35:17.080000000,0 days 01:35:34.811666000,0 days 00:00:17.731666000
273,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:35:46.781666000,0 days 01:35:47.491666000,0 days 00:00:00.710000000
274,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:36:17.521666000,0 days 01:36:33.990000000,0 days 00:00:16.468334000
275,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:40:19.846666000,0 days 01:40:20.221666000,0 days 00:00:00.375000000
276,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:40:35.028333000,0 days 01:40:54.673333000,0 days 00:00:19.645000000
277,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:41:22.116666000,0 days 01:41:27.246666000,0 days 00:00:05.130000000
278,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:44:50.283333000,0 days 01:44:58.083333000,0 days 00:00:07.800000000
279,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:46:14.030000000,0 days 01:46:22.791666000,0 days 00:00:08.761666000
280,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:46:59.100000000,0 days 01:47:01.246666000,0 days 00:00:02.146666000
281,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:51:16.753333000,0 days 01:51:18.540000000,0 days 00:00:01.786667000
282,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:51:53.200000000,0 days 01:51:54.833333000,0 days 00:00:01.633333000
283,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:52:23.486666000,0 days 01:52:26.363333000,0 days 00:00:02.876667000
284,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:54:04.500000000,0 days 01:54:16.010000000,0 days 00:00:11.510000000
285,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:54:38.121666000,0 days 01:54:46.836666000,0 days 00:00:08.715000000
286,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:57:24.453333000,0 days 01:57:25.411666000,0 days 00:00:00.958333000
287,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 01:58:38.028333000,0 days 01:58:45.866666000,0 days 00:00:07.838333000
288,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 02:01:28.198333000,0 days 02:01:29.323333000,0 days 00:00:01.125000000
289,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 02:02:29.381666000,0 days 02:02:33.971666000,0 days 00:00:04.590000000
290,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 02:08:21.566666000,0 days 02:08:21.650000000,0 days 00:00:00.083334000
291,842ac5aa-b4a3-4b78-aeeb-946a74233d49,0 days 02:11:18.828333000,0 days 02:11:21.700000000,0 days 00:00:02.871667000
292,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:02:29.733333000,0 days 00:02:38.781666000,0 days 00:00:09.048333000
293,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:02:54.090000000,0 days 00:03:07.770000000,0 days 00:00:13.680000000
294,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:03:19.198333000,0 days 00:03:29.166666000,0 days 00:00:09.968333000
295,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:04:11.208333000,0 days 00:04:23.095000000,0 days 00:00:11.886667000
296,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:05:52.685000000,0 days 00:06:25.300000000,0 days 00:00:32.615000000
297,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:06:35.561666000,0 days 00:06:36.353333000,0 days 00:00:00.791667000
298,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:06:52.578333000,0 days 00:06:56.123333000,0 days 00:00:03.545000000
299,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:07:14.056666000,0 days 00:07:14.810000000,0 days 00:00:00.753334000
300,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:08:05.691666000,0 days 00:08:06.525000000,0 days 00:00:00.833334000
301,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:08:17.746666000,0 days 00:08:27.881666000,0 days 00:00:10.135000000
302,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:08:41.355000000,0 days 00:09:02.000000000,0 days 00:00:20.645000000
303,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:09:19.558333000,0 days 00:09:20.475000000,0 days 00:00:00.916667000
304,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:09:40.703333000,0 days 00:09:42.996666000,0 days 00:00:02.293333000
305,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:10:12.111666000,0 days 00:10:13.028333000,0 days 00:00:00.916667000
306,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:10:37.386666000,0 days 00:10:38.636666000,0 days 00:00:01.250000000
307,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:10:49.731666000,0 days 00:10:51.985000000,0 days 00:00:02.253334000
308,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:11:05.081666000,0 days 00:11:05.290000000,0 days 00:00:00.208334000
309,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:12:15.191666000,0 days 00:12:20.031666000,0 days 00:00:04.840000000
310,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:33:50.401666000,0 days 00:35:07.146666000,0 days 00:01:16.745000000
311,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:52:15.505000000,0 days 00:52:24.015000000,0 days 00:00:08.510000000
312,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:52:40.073333000,0 days 00:53:26.243333000,0 days 00:00:46.170000000
313,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:53:42.470000000,0 days 00:54:03.656666000,0 days 00:00:21.186666000
314,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:54:22.926666000,0 days 00:54:41.235000000,0 days 00:00:18.308334000
315,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 00:59:35.488333000,0 days 00:59:39.743333000,0 days 00:00:04.255000000
316,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 01:04:57.976666000,0 days 01:05:10.650000000,0 days 00:00:12.673334000
317,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 01:27:41.300000000,0 days 01:27:42.048333000,0 days 00:00:00.748333000
318,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 01:36:45.506666000,0 days 01:36:48.900000000,0 days 00:00:03.393334000
319,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 01:41:26.663333000,0 days 01:41:27.246666000,0 days 00:00:00.583333000
320,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 01:42:13.376666000,0 days 01:42:14.400000000,0 days 00:00:01.023334000
321,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 02:15:13.021666000,0 days 02:15:51.558333000,0 days 00:00:38.536667000
322,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 02:16:06.991666000,0 days 02:16:23.258333000,0 days 00:00:16.266667000
323,40df9a20-0e9a-4b37-b504-1b156f124a36,0 days 02:16:36.350000000,0 days 02:17:07.093333000,0 days 00:00:30.743333000
324,1226e56e-b709-4c24-8843-3978ef00a097,0 days 00:11:49.041666000,0 days 00:11:50.710000000,0 days 00:00:01.668334000
325,1226e56e-b709-4c24-8843-3978ef00a097,0 days 00:12:02.511666000,0 days 00:12:03.303333000,0 days 00:00:00.791667000
326,1226e56e-b709-4c24-8843-3978ef00a097,0 days 00:17:30.048333000,0 days 00:17:35.178333000,0 days 00:00:05.130000000
327,1226e56e-b709-4c24-8843-3978ef00a097,0 days 00:21:16.565000000,0 days 00:21:19.486666000,0 days 00:00:02.921666000
328,1226e56e-b709-4c24-8843-3978ef00a097,0 days 00:21:30.288333000,0 days 00:21:34.918333000,0 days 00:00:04.630000000
329,1226e56e-b709-4c24-8843-3978ef00a097,0 days 00:25:57.221666000,0 days 00:26:38.388333000,0 days 00:00:41.166667000
330,1226e56e-b709-4c24-8843-3978ef00a097,0 days 00:26:52.695000000,0 days 00:27:05.331666000,0 days 00:00:12.636666000
331,1226e56e-b709-4c24-8843-3978ef00a097,0 days 00:27:26.395000000,0 days 00:27:42.951666000,0 days 00:00:16.556666000
332,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:21:30.218333000,0 days 01:22:13.340000000,0 days 00:00:43.121667000
333,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:22:30.440000000,0 days 01:22:35.200000000,0 days 00:00:04.760000000
334,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:22:46.878333000,0 days 01:22:49.250000000,0 days 00:00:02.371667000
335,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:23:00.348333000,0 days 01:23:03.018333000,0 days 00:00:02.670000000
336,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:23:42.641666000,0 days 01:24:21.346666000,0 days 00:00:38.705000000
337,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:24:33.358333000,0 days 01:24:34.901666000,0 days 00:00:01.543333000
338,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:24:49.870000000,0 days 01:24:54.796666000,0 days 00:00:04.926666000
339,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:25:33.711666000,0 days 01:25:37.213333000,0 days 00:00:03.501667000
340,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:27:46.261666000,0 days 01:27:59.356666000,0 days 00:00:13.095000000
341,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:28:10.070000000,0 days 01:28:11.993333000,0 days 00:00:01.923333000
342,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:34:47.181666000,0 days 01:34:49.056666000,0 days 00:00:01.875000000
343,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:36:42.503333000,0 days 01:36:45.460000000,0 days 00:00:02.956667000
344,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:39:06.690000000,0 days 01:39:10.986666000,0 days 00:00:04.296666000
345,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:39:23.998333000,0 days 01:40:13.710000000,0 days 00:00:49.711667000
346,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:40:27.600000000,0 days 01:40:50.080000000,0 days 00:00:22.480000000
347,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:41:56.816666000,0 days 01:41:57.526666000,0 days 00:00:00.710000000
348,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:42:44.908333000,0 days 01:42:46.326666000,0 days 00:00:01.418333000
349,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:43:01.841666000,0 days 01:43:07.300000000,0 days 00:00:05.458334000
350,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:44:11.578333000,0 days 01:44:19.501666000,0 days 00:00:07.923333000
351,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:47:02.706666000,0 days 01:47:05.501666000,0 days 00:00:02.795000000
352,1226e56e-b709-4c24-8843-3978ef00a097,0 days 01:54:22.900000000,0 days 01:54:36.280000000,0 days 00:00:13.380000000
353,1226e56e-b709-4c24-8843-3978ef00a097,0 days 02:02:03.983333000,0 days 02:02:06.818333000,0 days 00:00:02.835000000
354,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:02:41.411666000,0 days 00:02:43.955000000,0 days 00:00:02.543334000
355,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:04:23.136666000,0 days 00:04:24.055000000,0 days 00:00:00.918334000
356,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:04:59.215000000,0 days 00:05:03.218333000,0 days 00:00:04.003333000
357,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:05:56.021666000,0 days 00:05:57.356666000,0 days 00:00:01.335000000
358,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:07:26.111666000,0 days 00:07:27.613333000,0 days 00:00:01.501667000
359,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:11:30.730000000,0 days 00:11:39.448333000,0 days 00:00:08.718333000
360,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:11:59.008333000,0 days 00:11:59.635000000,0 days 00:00:00.626667000
361,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:12:21.490000000,0 days 00:12:29.996666000,0 days 00:00:08.506666000
362,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:19:43.683333000,0 days 00:20:52.876666000,0 days 00:01:09.193333000
363,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:21:15.273333000,0 days 00:21:16.565000000,0 days 00:00:01.291667000
364,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:28:48.726666000,0 days 00:29:12.250000000,0 days 00:00:23.523334000
365,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:29:34.523333000,0 days 00:29:58.838333000,0 days 00:00:24.315000000
366,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:30:09.681666000,0 days 00:30:19.941666000,0 days 00:00:10.260000000
367,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:32:29.030000000,0 days 00:32:37.246666000,0 days 00:00:08.216666000
368,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:37:01.886666000,0 days 00:37:37.128333000,0 days 00:00:35.241667000
369,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 00:38:03.738333000,0 days 00:38:28.765000000,0 days 00:00:25.026667000
370,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:20:57.603333000,0 days 01:20:58.561666000,0 days 00:00:00.958333000
371,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:21:12.283333000,0 days 01:21:13.783333000,0 days 00:00:01.500000000
372,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:25:33.711666000,0 days 01:25:36.296666000,0 days 00:00:02.585000000
373,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:27:46.261666000,0 days 01:27:59.356666000,0 days 00:00:13.095000000
374,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:28:10.070000000,0 days 01:28:11.993333000,0 days 00:00:01.923333000
375,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:34:47.181666000,0 days 01:34:57.483333000,0 days 00:00:10.301667000
376,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:36:42.503333000,0 days 01:36:45.460000000,0 days 00:00:02.956667000
377,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:39:29.800000000,0 days 01:39:34.341666000,0 days 00:00:04.541666000
378,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:40:51.628333000,0 days 01:40:52.540000000,0 days 00:00:00.911667000
379,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:41:21.570000000,0 days 01:41:22.491666000,0 days 00:00:00.921666000
380,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:41:51.188333000,0 days 01:41:52.146666000,0 days 00:00:00.958333000
381,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:45:00.711666000,0 days 01:45:20.100000000,0 days 00:00:19.388334000
382,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 01:45:35.746666000,0 days 01:45:52.340000000,0 days 00:00:16.593334000
383,a15f5690-b013-4dbf-a08e-fe00821d6492,0 days 02:16:58.200000000,0 days 02:17:09.553333000,0 days 00:00:11.353333000
384,6e892ffa-2f07-45b2-b3ad-f143229d651f,0 days 00:04:26.183333000,0 days 00:04:26.558333000,0 days 00:00:00.375000000
385,6e892ffa-2f07-45b2-b3ad-f143229d651f,0 days 00:11:38.615000000,0 days 00:11:39.448333000,0 days 00:00:00.833333000
386,6e892ffa-2f07-45b2-b3ad-f143229d651f,0 days 00:11:59.008333000,0 days 00:11:59.635000000,0 days 00:00:00.626667000
